id,fecha,categoria_post,texto_original,sentimiento
30,2024-05-06,Obras_Mantenimiento,"Qué maravilla de servicio, justo en la final del partido nos dejan a oscuras en Barrio Sur #BastaDeCortes #ElectrodomesticosRotos ⚡❌😡⚡❌",0
31,2024-01-25,Obras_Mantenimiento,"Genial la puntualidad de Electrín, prometieron luz a las 12 y siguen durmiendo en Parque Residencial 😭😡🕯️",0
32,2024-03-21,Cortes_Emergencia,Muchas gracias por cortar la luz justo cuando empezaba a cocinar la cena en Las Flores... un desastre!! #SinLuz #EmergenciaElectrica 🔌🚫😡 https://electrin.com.ar/info/64147,0
33,2024-11-25,Cortes_Emergencia,Hay cables caídos con tensión en plena vereda y es un peligro para los chicos en Barrio Norte 👎😡😤,0
34,2024-07-30,Cortes_Emergencia,Tuvimos un corte imprevisto a la tarde pero la cuadrilla lo solucionó rapidísimo en Las Flores!!! #ObrasElectrin #IluminacionLED,1
35,2024-05-13,Cortes_Emergencia,Hay cables caídos con tensión en plena vereda y es un peligro para los chicos en La Alborada... un desastre!! 😤💔,0
36,2024-04-24,Facturacion_MediosPago,La factura vino un poco más cara pero la app para pagar en cuotas ayudó bastante #Compromiso #ExcelenteServicio 👏💡,1
37,2024-01-11,Cortes_Emergencia,"Tensión en 160V, se van a quemar todos los electrodomésticos @electrin_oficial 😤🔌🚫",0
38,2024-02-19,Atencion_Cliente,"Bárbaro el plan de mantenimiento, cortan la luz todos los días pero la tensión sigue en 170V en Altos del Valle ⚡❌🕯️🕯️",0
39,2024-10-14,Atencion_Cliente,Hice el reclamo por WhatsApp y me atendieron al instante con número de seguimiento!!! 👍,1
40,2024-02-27,Cortes_Emergencia,Baja tensión constante que hace parpadear todas las luces y rompe motores,0
41,2024-06-27,Cortes_Emergencia,Solucionaron la fase caída en menos de una hora de haber hecho el reporte!!! @taller_mecanico #EnergiaElectrica 👏😀👏,1
42,2024-01-06,Cortes_Emergencia,Muchas gracias a los operarios que trabajaron bajo la lluvia para devolvernos la luz en San Francisco!!!,1
43,2024-08-24,Cortes_Programados,"Avisaron puerta por puerta en el barrio comercial, muy profesionales en San Cayetano!!! ✅💡",1
44,2024-01-20,Atencion_Cliente,Seguimiento impecable del reclamo hasta confirmar que teníamos servicio normal en Costanera @mariana_gomez #Recomendado 🌟👏🙌,1
45,2024-02-20,Atencion_Cliente,"La atención en la oficina central fue pésima, te atienden de mala gana en Villa Belgrano @mariana_gomez #Inoperantes #ReclamoElectrin ⚡❌",0
46,2024-09-19,Atencion_Cliente,El bot de WhatsApp da vueltas en círculos y nunca te pasa con un operador humano... un desastre!! 😭🤦‍♂️🔌🚫,0
47,2024-05-24,Atencion_Cliente,Falta total de empatía con los usuarios que necesitan luz para sus medicamentos 🕯️🤦‍♂️🤦‍♂️,0
48,2024-04-10,Cortes_Emergencia,"Poste de luz quebrado a punto de caer sobre una casa, vengan urgente @comercio_local",0
49,2024-01-18,Cortes_Programados,Se cortó la luz durante el temporal aunque los operarios trabajaron muy rápido bajo la lluvia #Recomendado #ObrasElectrin ⚡😀🔝,1
50,2024-09-19,Obras_Mantenimiento,Iluminación LED potente que brinda mucha más seguridad a los vecinos de noche en Microcentro @mariana_gomez #BuenaAtencion #ObrasElectrin,1
51,2024-08-01,Obras_Mantenimiento,Instalaron un transformador nuevo y la potencia en la zona industrial mejoró un 100% @carlos_rodriguez #ObrasElectrin 👏,1
52,2024-01-16,Facturacion_MediosPago,Reclamé por sobrefacturación y la única respuesta fue 'pague y después vemos' en Parque Residencial @lucas_martinez #ElectrodomesticosRotos #PésimoServicio 🤦‍♂️🕯️🤬,0
53,2024-03-07,Atencion_Cliente,El sistema de notificaciones por SMS te mantiene informado de todo el estado en Las Flores https://electrin.com.ar/info/b506c,1
54,2024-08-23,Facturacion_MediosPago,La descarga de boletas desde la web es instantánea y sin complicaciones en Barrio Centro!!! @dr_martinez 💪 https://electrin.com.ar/info/4d081,1
55,2024-02-27,Cortes_Emergencia,Explotó un transformador en la esquina y salieron chispas por todos lados... un desastre!! @sofi_alvarez,0
56,2024-05-08,Cortes_Emergencia,Muchas gracias a los chicos de la cuadrilla que vinieron en plena tormenta y cambiaron el transformador rapidísimo en Parque Residencial @electrin_oficial 🔝🔝💡 https://electrin.com.ar/info/687e1,1
57,2024-10-22,Obras_Mantenimiento,Luminarias nuevas apagadas desde el primer día que las instalaron en Villa Belgrano... un desastre!! @taller_mecanico 🔌🚫,0
58,2024-09-30,Facturacion_MediosPago,"La app para pagar con débito se cae siempre a fin de mes, da error de conexión #SinLuz #CorteDeLuz 🤦‍♂️",0
59,2024-08-16,Obras_Mantenimiento,Pedí la conexión de medidor para obra nueva hace tres meses y sigo esperando en Villa Belgrano @taller_mecanico #Desastre #ReclamoElectrin 😤,0
60,2024-04-21,Facturacion_MediosPago,Pude financiar mi deuda en cuotas accesibles a través de la oficina virtual @laura_estilista,1
61,2024-04-16,Atencion_Cliente,El trámite de cambio de titularidad fue 100% online y se aprobó en 24 horas @dr_martinez #Compromiso #IluminacionLED 🙌 https://electrin.com.ar/info/78a3e,1
62,2024-01-12,Cortes_Programados,Un aplauso enorme para la cuadrilla que pasó mirando el poste y siguió de largo en Las Acacias 😡,0
63,2024-03-01,Cortes_Emergencia,Hermoso festejar el cumpleaños con velas porque la luz no volvió... un desastre!! 🤦‍♂️ https://electrin.com.ar/info/c28b7,0
64,2024-09-29,Cortes_Emergencia,Llevamos más de 24 horas sin luz y no vino ninguna cuadrilla en Microcentro #CorteDeLuz,0
65,2024-04-16,Cortes_Programados,No avisaron con tiempo y se me descongeló toda la mercadería de la heladera... un desastre!! #ZonaAfectada #ElectrodomesticosRotos 💔,0
66,2024-02-05,Cortes_Emergencia,Muy atentos los técnicos que verificaron que la tensión en los domicilios sea correcta @dr_martinez #Compromiso #ObrasElectrin 🔝😀👏,1
67,2024-02-13,Facturacion_MediosPago,"Factura muy clara, bien detallados los subsidios y el historial de consumos en Altos del Valle ⚡",1
68,2024-07-24,Cortes_Emergencia,El servicio volvió antes de lo previsto luego del rayo que afectó la subestación en Las Acacias @claudia_v #GraciasCuadrilla ⚡🙌,1
69,2024-07-23,Cortes_Programados,Hubo demora en la atención telefónica pero el operador que me tocó fue súper amable y resolutivo en Zona Industrial @taller_mecanico #ExcelenteServicio 💡👏🙌,1
70,2024-03-24,Atencion_Cliente,Estuve 45 minutos esperando en el 0800 y me cortaron la llamada en Barrio Sur... un desastre!! #ReclamoElectrin #PésimoServicio ⚡❌😡🤬,0
71,2024-08-13,Cortes_Emergencia,Muchas gracias a los chicos de la cuadrilla que vinieron en plena tormenta y cambiaron el transformador rapidísimo en Las Flores @claudia_v #ServicioRestablecido #Compromiso 💪,1
72,2024-08-19,Cortes_Emergencia,Agradecido con la cuadrilla por cambiar el fusible del transformador tan rápido en Zona Industrial @taller_mecanico #ServicioRestablecido #ExcelenteServicio,1
73,2024-08-25,Cortes_Emergencia,"Divina la respuesta de soporte, me dijeron que compre un grupo electrógeno en Barrio Centro ⚡❌",0
74,2024-03-08,Cortes_Emergencia,Destaco el compromiso de los trabajadores de guardia en plena madrugada 😀,1
75,2024-10-06,Obras_Mantenimiento,Se corta la luz cada vez que intentan hacer una maniobra de mantenimiento en Villa Belgrano... un desastre!! @juanpablo_92 #BastaDeCortes 🔌🚫😤😡,0
76,2024-10-18,Facturacion_MediosPago,Te cobran cargos fijos altísimos por un servicio que se corta todos los días en Microcentro #PésimoServicio #ElectrodomesticosRotos 🤬,0
77,2024-11-30,Obras_Mantenimiento,"Cuadrillas muy profesionales, dejaron la vereda perfectamente limpia y señalizada en Barrio Centro #EnergiaElectrica #ObrasElectrin ✅⚡",1
78,2024-11-10,Facturacion_MediosPago,Están cobrando consumo estimado en lugar de venir a tomar la lectura real del medidor en Santa Rita #Desastre 😭🔌🚫🤦‍♂️,0
79,2024-06-17,Obras_Mantenimiento,Tuvimos baja tensión un par de horas pero la respuesta de la guardia técnica fue muy buena en Las Flores @taller_mecanico #LuzEnElBarrio #ExcelenteServicio ⚡👏,1
80,2024-04-28,Cortes_Programados,"Otra vez cortan en pleno horario comercial, nos arruinan el trabajo en Los Aromos",0
81,2024-08-16,Atencion_Cliente,Falta total de empatía con los usuarios que necesitan luz para sus medicamentos en Zona Industrial @electrin_reclamos #BajaTension #CorteDeLuz 😡,0
82,2024-01-15,Cortes_Emergencia,Solucionaron la fase caída en menos de una hora de haber hecho el reporte!!! @panaderia_centro #BuenaAtencion #ElectrinResponde 💪👍,1
83,2024-09-30,Cortes_Programados,Un aplauso enorme para la cuadrilla que pasó mirando el poste y siguió de largo en Santa Rita @dr_martinez 🤬⚡❌,0
84,2024-06-29,Atencion_Cliente,El bot de WhatsApp da vueltas en círculos y nunca te pasa con un operador humano... un desastre!! @mariana_gomez 🔌🚫,0
85,2024-10-25,Cortes_Programados,Un aplauso enorme para la cuadrilla que pasó mirando el poste y siguió de largo @lucas_martinez #BajaTension 🔌🚫🤬🤬,0
86,2024-09-24,Obras_Mantenimiento,Luminarias nuevas apagadas desde el primer día que las instalaron en Palermo Viejo @ferreteria_sur 🤦‍♂️,0
87,2024-03-28,Cortes_Emergencia,Tuvimos baja tensión un par de horas pero la respuesta de la guardia técnica fue muy buena!!! #LuzEnElBarrio 💪👏,1
88,2024-08-19,Cortes_Programados,Corte programado ejecutado a tiempo y con aviso previo por SMS y mail en Villa Belgrano!!! #ObrasElectrin #ElectrinResponde 🔝💪🌟 https://electrin.com.ar/info/cf47d,1
89,2024-11-28,Cortes_Emergencia,"Genial la puntualidad de Electrín, prometieron luz a las 12 y siguen durmiendo #PésimoServicio #EmergenciaElectrica",0
90,2024-01-19,Atencion_Cliente,"Genial la puntualidad de Electrín, prometieron luz a las 12 y siguen durmiendo @panaderia_centro #BastaDeCortes",0
91,2024-05-26,Cortes_Programados,"Un desastre la duración del corte, superó por el doble lo anunciado en Barrio Sur @ferreteria_sur #Desastre",0
92,2024-04-26,Facturacion_MediosPago,"El débito automático funciona impecable, nunca un problema ni cobro duplicado en Barrio Sur 👏🌟🔝",1
93,2024-03-02,Cortes_Emergencia,Explotó un transformador en la esquina y salieron chispas por todos lados en Barrio Sur @panaderia_centro 🤬🤬,0
94,2024-09-13,Facturacion_MediosPago,Tarifas abusivas y los aumentos no se reflejan en una mejora del servicio en Zona Industrial... un desastre!! @mariana_gomez 🔌🚫💔,0
95,2024-04-16,Atencion_Cliente,Prometen que la cuadrilla pasa en 2 horas y nunca aparece nadie en Barrio Sur... un desastre!! 😭😤😡,0
96,2024-10-18,Obras_Mantenimiento,Se terminaron los problemas de baja tensión gracias a la nueva subestación en Las Acacias!!! #ObrasElectrin #ExcelenteServicio ⚡🌟,1
97,2024-08-09,Cortes_Emergencia,Solucionaron la fase caída en menos de una hora de haber hecho el reporte en San Francisco #ServicioRestablecido #ObrasElectrin ✅✅,1
98,2024-09-19,Atencion_Cliente,Falta total de empatía con los usuarios que necesitan luz para sus medicamentos en Villa San Martín #BajaTension 🤬🤬😤,0
99,2024-04-23,Cortes_Programados,"Tercer corte programado en la semana, no se puede vivir así en Barrio Sur @sofi_alvarez #ZonaAfectada 🤬😤🤦‍♂️",0
100,2024-02-19,Cortes_Emergencia,Explotó un transformador en la esquina y salieron chispas por todos lados en Barrio Sur... un desastre!! @panaderia_centro #ElectrinVerguenza #QueremosLuz,0
101,2024-01-26,Atencion_Cliente,"La atención en la oficina central fue pésima, te atienden de mala gana en Villa San Martín @lucas_martinez 🔌🚫",0
102,2024-09-26,Atencion_Cliente,Fui a la sucursal con turno previo y tuve que esperar 2 horas parado afuera @carlos_rodriguez 🔌🚫,0
103,2024-07-27,Atencion_Cliente,"Excelente atención del operador telefónico, muy amable y resolutivo!!!",1
104,2024-05-14,Facturacion_MediosPago,Tarifas abusivas y los aumentos no se reflejan en una mejora del servicio #BastaDeCortes #SinLuz,0
105,2024-06-02,Facturacion_MediosPago,Reclamé por sobrefacturación y la única respuesta fue 'pague y después vemos' en Villa Belgrano #Inoperantes,0
106,2024-04-27,Cortes_Emergencia,"Toda la cuadra sin luz y el alumbrado público apagado, zona liberada #BastaDeCortes",0
107,2024-08-13,Cortes_Emergencia,Excelente predisposición del equipo técnico que arregló el cable caído en minutos en Zona Industrial #ElectrinResponde 👏😀🔝,1
108,2024-06-07,Obras_Mantenimiento,Hicieron zanjeo en la vereda para cambiar cables y dejaron el pozo abierto sin tapar en Barrio Centro #EmergenciaElectrica ⚡❌🤦‍♂️⚡❌,0
109,2024-05-05,Facturacion_MediosPago,Reclamé por sobrefacturación y la única respuesta fue 'pague y después vemos' en Costanera... un desastre!! @juanpablo_92 💔,0
110,2024-03-17,Facturacion_MediosPago,Imposible entender el desglose de conceptos e impuestos en la boleta en Los Aromos #PésimoServicio #CorteDeLuz,0
111,2024-01-24,Cortes_Programados,Hubo demora en la atención telefónica pero el operador que me tocó fue súper amable y resolutivo en Barrio Norte @diego_vecino 🔝,1
112,2024-07-24,Atencion_Cliente,El sistema de notificaciones por SMS te mantiene informado de todo el estado en Altos del Valle @electrin_oficial #GraciasCuadrilla 👍,1
113,2024-08-24,Obras_Mantenimiento,Rompen la calle para una obra que dura meses y no se ve ningún avance,0
114,2024-04-19,Obras_Mantenimiento,Hermoso festejar el cumpleaños con velas porque la luz no volvió en Altos del Valle #Desastre #SinLuz 👎👎,0
115,2024-07-13,Obras_Mantenimiento,Instalaron un transformador nuevo y la potencia en la zona industrial mejoró un 100% en La Alborada!!! 💪👍🙌 https://electrin.com.ar/info/60cdd,1
116,2024-04-02,Cortes_Emergencia,El servicio volvió antes de lo previsto luego del rayo que afectó la subestación en La Alborada @juanpablo_92 #Recomendado,1
117,2024-01-11,Cortes_Emergencia,Solucionaron la fase caída en menos de una hora de haber hecho el reporte en Villa San Martín #Recomendado 💡💡,1
118,2024-04-11,Cortes_Emergencia,Solucionaron la fase caída en menos de una hora de haber hecho el reporte @diego_vecino #GraciasCuadrilla,1
119,2024-11-11,Obras_Mantenimiento,Iluminación LED potente que brinda mucha más seguridad a los vecinos de noche!!! #Compromiso #BuenaAtencion 🔝👏🌟,1
120,2024-08-24,Cortes_Emergencia,Excelente predisposición del equipo técnico que arregló el cable caído en minutos @taller_mecanico https://electrin.com.ar/info/566b5,1
121,2024-11-03,Facturacion_MediosPago,No me envían la factura digital al mail y después cobran recargo por mora... un desastre!! @panaderia_centro 😡😡,0
122,2024-04-30,Cortes_Emergencia,Llamamos a emergencias y nos dicen que no tienen móviles disponibles en Santa Rita... un desastre!! @dr_martinez #ElectrinVerguenza,0
123,2024-07-24,Cortes_Programados,Información clara y transparente sobre las zonas afectadas y tiempos estimados!!! 💡⚡,1
124,2024-02-07,Cortes_Programados,"Cumplieron con el horario exacto del corte programado, restablecieron antes de tiempo en Barrio Centro @vecinos_activos #ObrasElectrin #BuenaAtencion",1
125,2024-02-21,Cortes_Emergencia,Divino el calor que hace adentro de casa sin ventilador ni heladera 🕯️😡,0
126,2024-07-14,Cortes_Programados,"Todo volvió a funcionar perfecto en el horario prometido, excelente servicio en Barrio Norte @juanpablo_92 ✅🙌",1
127,2024-10-04,Cortes_Programados,Prometieron restablecer a las 14hs y seguimos esperando a oscuras en San Cayetano @panaderia_centro,0
128,2024-02-11,Atencion_Cliente,El bot de WhatsApp da vueltas en círculos y nunca te pasa con un operador humano,0
129,2024-09-15,Atencion_Cliente,Falta total de empatía con los usuarios que necesitan luz para sus medicamentos... un desastre!! 😭🔌🚫💔,0
130,2024-02-27,Obras_Mantenimiento,Tuvimos un corte imprevisto a la tarde pero la cuadrilla lo solucionó rapidísimo en La Alborada @panaderia_centro https://electrin.com.ar/info/08416,1
131,2024-03-03,Facturacion_MediosPago,Tarifas abusivas y los aumentos no se reflejan en una mejora del servicio,0
132,2024-09-06,Facturacion_MediosPago,Te cobran cargos fijos altísimos por un servicio que se corta todos los días @electrin_reclamos #Inoperantes #ElectrinVerguenza,0
133,2024-04-12,Cortes_Programados,"Avisaron puerta por puerta en el barrio comercial, muy profesionales @sofi_alvarez",1
134,2024-07-07,Atencion_Cliente,No contestan los mensajes directos de Instagram ni los correos de soporte en Barrio Norte @taller_mecanico #PésimoServicio,0
135,2024-01-27,Obras_Mantenimiento,Felicitaciones por la nueva iluminación LED en toda la avenida principal en Villa San Martín #Compromiso https://electrin.com.ar/info/b0ba7,1
136,2024-02-26,Cortes_Programados,El mapa que publicaron no coincide con la zona que realmente cortaron en Las Flores... un desastre!! @comercio_local #ElectrodomesticosRotos 🤦‍♂️😡🕯️ https://electrin.com.ar/info/751db,0
137,2024-10-17,Cortes_Programados,"Hacía falta el mantenimiento en los transformadores de nuestra zona, gracias en Parque Residencial #GraciasCuadrilla #Eficiencia 🌟🔝",1
138,2024-04-27,Facturacion_MediosPago,Se tardó la obra de cableado pero la iluminación LED del barrio quedó excelente @claudia_v,1
139,2024-06-16,Cortes_Emergencia,"Poste de luz quebrado a punto de caer sobre una casa, vengan urgente en Barrio Norte #ZonaAfectada #PésimoServicio 💔⚡❌",0
140,2024-10-19,Obras_Mantenimiento,Se terminaron los problemas de baja tensión gracias a la nueva subestación #GraciasCuadrilla 🔝🙌,1
141,2024-11-30,Obras_Mantenimiento,Pedí la conexión de medidor para obra nueva hace tres meses y sigo esperando en Santa Rita... un desastre!! @carlos_rodriguez #ElectrodomesticosRotos #ElectrinVerguenza 🤬⚡❌,0
142,2024-10-16,Atencion_Cliente,Hice el reclamo por la web oficial y la página tira error de servidor 500 @laura_estilista,0
143,2024-05-31,Cortes_Emergencia,"Tensión en 160V, se van a quemar todos los electrodomésticos en Barrio Sur @claudia_v #BajaTension 👎🔌🚫",0
144,2024-02-29,Facturacion_MediosPago,"Excelente el bot de atención, me repitió diez veces lo mismo sin solucionar nada en Barrio Centro... un desastre!! @taller_mecanico",0
145,2024-06-02,Cortes_Emergencia,Impecable respuesta operativa ante la emergencia climática de anoche en Palermo Viejo @carlos_rodriguez #IluminacionLED 👏,1
146,2024-08-02,Facturacion_MediosPago,"Genial la puntualidad de Electrín, prometieron luz a las 12 y siguen durmiendo... un desastre!! @ferreteria_sur #EmergenciaElectrica #BastaDeCortes ⚡❌",0
147,2024-01-17,Cortes_Programados,"Qué maravilla de servicio, justo en la final del partido nos dejan a oscuras en Barrio Sur #BastaDeCortes #PésimoServicio 🕯️🤦‍♂️",0
148,2024-07-07,Atencion_Cliente,Cierran los reclamos en el sistema como 'solucionado' cuando la luz sigue cortada en Parque Residencial... un desastre!! #Inoperantes 🤦‍♂️,0
149,2024-09-08,Cortes_Emergencia,"La guardia de emergencias llegó a los 20 minutos de ingresar el reclamo, impecable en Costanera #LuzEnElBarrio #Compromiso 🌟✅⚡",1
150,2024-09-15,Cortes_Programados,"Cumplieron con el horario exacto del corte programado, restablecieron antes de tiempo @sofi_alvarez #IluminacionLED #LuzEnElBarrio 👏👍 https://electrin.com.ar/info/b7892",1
151,2024-07-23,Cortes_Emergencia,"Tensión en 160V, se van a quemar todos los electrodomésticos en Microcentro #ZonaAfectada ⚡❌💔",0
152,2024-02-05,Cortes_Programados,"Bárbaro el plan de mantenimiento, cortan la luz todos los días pero la tensión sigue en 170V en Barrio Sur @diego_vecino 👎💔",0
153,2024-06-26,Atencion_Cliente,No contestan los mensajes directos de Instagram ni los correos de soporte en San Francisco 🕯️🤬😭 https://electrin.com.ar/info/d69b2,0
154,2024-10-27,Atencion_Cliente,Respondieron mi consulta por mensaje directo de Instagram de forma rápida y clara!!! @comercio_local #Eficiencia 💡,1
155,2024-01-13,Facturacion_MediosPago,Quise adherirme al débito automático y me debitaron dos veces la misma boleta... un desastre!! @comercio_local #Desastre #PésimoServicio 😡😡,0
156,2024-08-30,Facturacion_MediosPago,La descarga de boletas desde la web es instantánea y sin complicaciones en La Alborada @lucas_martinez ⚡👍💡,1
157,2024-06-21,Cortes_Programados,Dijeron que el corte era de 2 horas y ya van 6 horas sin luz en San Cayetano @panaderia_centro 😡🕯️,0
158,2024-01-24,Facturacion_MediosPago,"El débito automático funciona impecable, nunca un problema ni cobro duplicado!!! 💡",1
159,2024-04-09,Facturacion_MediosPago,"Factura muy clara, bien detallados los subsidios y el historial de consumos en Santa Rita!!! @carlos_rodriguez #ExcelenteServicio 🌟💪😀",1
160,2024-04-21,Facturacion_MediosPago,Te cobran cargos fijos altísimos por un servicio que se corta todos los días 🕯️ https://electrin.com.ar/info/67798,0
161,2024-11-08,Cortes_Emergencia,"Divina la respuesta de soporte, me dijeron que compre un grupo electrógeno en Microcentro... un desastre!! #Inoperantes",0
162,2024-11-18,Cortes_Emergencia,"Se siente olor a quemado en la caja térmica de la entrada, manden cuadrilla ya en Barrio Norte... un desastre!! @comercio_local 😤",0
163,2024-07-08,Cortes_Programados,"Qué maravilla de servicio, justo en la final del partido nos dejan a oscuras 😡👎",0
164,2024-01-23,Cortes_Emergencia,"Fase caída hace dos días, no podemos encender ni la bomba de agua en Las Flores... un desastre!! @laura_estilista 😤🤦‍♂️",0
165,2024-03-23,Cortes_Programados,"Otra vez cortan en pleno horario comercial, nos arruinan el trabajo en Los Aromos @taller_mecanico 💔⚡❌⚡❌ https://electrin.com.ar/info/50021",0
166,2024-08-20,Cortes_Emergencia,"Toda la cuadra sin luz y el alumbrado público apagado, zona liberada en La Alborada #BastaDeCortes",0
167,2024-07-03,Atencion_Cliente,El sistema de notificaciones por SMS te mantiene informado de todo el estado en Villa San Martín @lucas_martinez 💡😀,1
168,2024-07-24,Facturacion_MediosPago,"El código QR para pagar en la web no funciona, no valida el comprobante en Costanera... un desastre!! #PésimoServicio #ElectrodomesticosRotos 👎",0
169,2024-03-30,Cortes_Emergencia,"Excelente el bot de atención, me repitió diez veces lo mismo sin solucionar nada... un desastre!! @vecinos_activos #EmergenciaElectrica",0
170,2024-11-02,Obras_Mantenimiento,Se tardó la obra de cableado pero la iluminación LED del barrio quedó excelente en Las Acacias 💪,1
171,2024-09-14,Cortes_Programados,"Tercer corte programado en la semana, no se puede vivir así en Villa San Martín 🤦‍♂️🕯️🕯️",0
172,2024-11-20,Facturacion_MediosPago,Te cobran cargos fijos altísimos por un servicio que se corta todos los días en San Cayetano... un desastre!! #ReclamoElectrin #BajaTension,0
173,2024-10-26,Facturacion_MediosPago,La consulta de saldo por WhatsApp es instantánea y muy cómoda @lucas_martinez #Recomendado,1
174,2024-02-18,Cortes_Programados,"Pésima planificación, siempre cortan los días de mayor calor en Los Aromos @claudia_v 😤",0
175,2024-01-08,Cortes_Programados,Prometieron restablecer a las 14hs y seguimos esperando a oscuras... un desastre!! ⚡❌🤦‍♂️⚡❌,0
176,2024-07-08,Cortes_Emergencia,"Fase caída hace dos días, no podemos encender ni la bomba de agua @dr_martinez #CorteDeLuz 🤬😤😡",0
177,2024-05-23,Facturacion_MediosPago,"Excelente el bot de atención, me repitió diez veces lo mismo sin solucionar nada en Barrio Sur #BastaDeCortes #QueremosLuz ⚡❌😭👎 https://electrin.com.ar/info/42635",0
178,2024-10-24,Facturacion_MediosPago,Facilidades de pago claras y acreditación inmediata del comprobante!!! @electrin_oficial 👍⚡,1
179,2024-10-27,Obras_Mantenimiento,"Cuadrillas muy profesionales, dejaron la vereda perfectamente limpia y señalizada #LuzEnElBarrio",1
180,2024-09-17,Facturacion_MediosPago,Tarifas abusivas y los aumentos no se reflejan en una mejora del servicio... un desastre!! @lucas_martinez #PésimoServicio 😤💔😡,0
